#,Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,TOTAL_Production_cost_per_dosis
110,822034353.9,0.937307175,100000000,3.583333333,0.124959513,99.5188147
111,1046114615,0.840552616,100000000,3.583333333,0.106653475,87.27492687
112,944273165.9,0.841310049,100000000,3.583333333,0.014705084,96.99882839
113,925301559,0.829878083,100000000,3.583333333,0.064092118,100.1299395
114,877117534.9,0.771411165,100000000,3.583333333,0.018354842,113.8690572
115,962633445.8,0.807545948,100000000,3.583333333,0.076896538,98.85177144
116,958743634,0.787139091,100000000,3.583333333,0.117788155,101.6395767
117,895562766.3,0.830974413,100000000,3.583333333,0.095117176,103.1750146
118,972605956.2,0.78954588,100000000,3.583333333,0.040714666,100.2308235
119,1264394217,0.829865434,100000000,3.583333333,0.085816875,73.20638943
120,899748777.3,0.80095351,100000000,3.583333333,0.041282937,106.8011648
121,1276358085,0.81559813,100000000,3.583333333,0.091253752,73.77082485
122,879723203.1,0.871085847,100000000,3.583333333,0.069409831,100.311607
123,1050358264,0.843024339,100000000,3.583333333,0.096492836,86.70694379
124,730974381.9,0.860235286,100000000,3.583333333,0.070822124,122.239434
125,900016602.7,0.852591839,100000000,3.583333333,0.083038065,100.1155462
126,1142906845,0.793164193,100000000,3.583333333,0.06311881,84.82161225
127,902155421.6,0.810686968,100000000,3.583333333,0.093817729,104.9902454
128,1315996314,0.848001676,100000000,3.583333333,0.04271156,68.96447669
129,970697774.8,0.844407399,100000000,3.583333333,0.088358609,93.70303461
130,768351739.3,0.751729403,100000000,3.583333333,0.11218963,132.8324703
131,1183999408,0.812981251,100000000,3.583333333,0.099572305,79.75161743
132,1096969512,0.859280032,100000000,3.583333333,0.080592317,81.51011426
133,1130101372,0.771010262,100000000,3.583333333,0.071361399,88.21505249
134,982763653.4,0.845557815,100000000,3.583333333,0.11095808,92.33310807
135,1117977445,0.842553084,100000000,3.583333333,0.078583892,81.57357973
136,1064456365,0.836670434,100000000,3.583333333,0.073541193,86.29697972
137,1148940387,0.769064767,100000000,3.583333333,0.121557707,86.79265516
138,849322736.9,0.833784961,100000000,3.583333333,0.142882219,108.1934366
139,777447851.4,0.826596964,100000000,3.583333333,0.046343429,119.7405474
140,1175145184,0.827428714,100000000,3.583333333,0.072695895,79.04459927
141,1188738678,0.829378583,100000000,3.583333333,0.095636663,77.87694391
142,1018925615,0.738673897,100000000,3.583333333,0.096122028,102.0101608
143,996843119.1,0.878855059,100000000,3.583333333,0.138768095,87.47095659
144,982336674,0.850637587,100000000,3.583333333,0.066661462,92.00399447
145,1157503722,0.831190046,100000000,3.583333333,0.017287286,80.08430506
146,1079345422,0.793989008,100000000,3.583333333,0.087767166,89.62440427
147,813435297.9,0.796609839,100000000,3.583333333,0.077020721,118.58822
148,571937850.5,0.886133317,100000000,3.583333333,0.109242724,151.4033022
149,1025514259,0.875580957,100000000,3.583333333,0.127317138,85.38727433
150,1075062929,0.811052853,100000000,3.583333333,0.082602955,88.10866743
151,968453444,0.890401406,100000000,3.583333333,0.081334755,89.09672799
152,879234408.8,0.836178663,100000000,3.583333333,0.044904012,104.6719957
153,980597458.6,0.840844554,100000000,3.583333333,0.061128683,93.26370146
154,1329883569,0.827351519,100000000,3.583333333,0.071652528,69.85715732
155,1267525729,0.826669483,100000000,3.583333333,0.087591256,73.30202268
156,810963554.4,0.730947957,100000000,3.583333333,0.062916286,129.716911
157,1096186443,0.888864435,100000000,3.583333333,0.094828166,78.80320613
158,940584795.9,0.831769354,100000000,3.583333333,0.056974503,98.31028759
159,915641232.1,0.843970539,100000000,3.583333333,0.054317383,99.54027216
160,1129889005,0.747120963,100000000,3.583333333,0.088498157,90.98301011
161,1079910903,0.871461425,100000000,3.583333333,0.095319825,81.58647736
162,904464053.3,0.815276343,100000000,3.583333333,0.092308094,104.1397974
